attack_first,defense_first,hp_first,name_first,sp_attack_first,sp_defense_first,attack_second,defense_second,hp_second,name_second,sp_attack_second,sp_defense_second,pokedex_number,winner_name
60,30,45,Houndour,80,50,80,100,45,Honedge,35,37,679,Honedge
55,35,40,Fomantis,50,35,65,60,65,Espeon,130,95,196,Espeon
40,50,65,Duosion,125,60,63,47,63,Stunky,41,41,434,Stunky
120,75,90,Granbull,60,60,70,45,140,Wigglytuff,85,50,40,Wigglytuff
67,75,73,Ninetales,81,100,131,95,126,Xerneas,131,98,716,Xerneas
80,80,83,Pidgeot,135,80,20,50,45,Mantyke,60,120,458,Mantyke
100,85,120,Throh,30,85,45,40,40,Cutiefly,55,40,538,Throh
58,57,67,Dedenne,81,67,83,50,70,Rufflet,37,50,702,Dedenne
65,34,45,Shinx,40,34,29,45,40,Burmy,29,45,403,Shinx
25,45,76,Munna,67,55,130,60,65,Flareon,95,110,136,Flareon
100,125,100,Tangrowth,110,50,105,75,105,Muk,65,100,465,Tangrowth
85,69,60,Watchog,60,69,75,60,75,Dewott,83,60,505,Watchog
100,115,60,Klinklang,70,85,150,120,100,Zekrom,120,100,644,Zekrom
62,50,60,Snover,62,60,85,45,35,Doduo,35,35,84,Doduo
35,50,45,Petilil,70,50,105,105,70,Boldore,50,40,525,Boldore
80,91,57,Klefki,80,87,115,80,80,Unfezant,65,55,521,Unfezant
25,50,45,Kakuna,25,25,95,95,90,Poliwrath,70,90,62,Poliwrath
54,54,50,Popplio,66,56,55,45,55,Oshawott,63,45,728,Popplio
80,95,75,Bellossom,90,100,64,50,50,Larvitar,45,50,246,Larvitar
70,70,75,Oricorio,98,70,65,95,55,Seadra,95,45,741,Oricorio
47,52,55,Nidoran♀,40,40,55,42,49,Glameow,42,37,431,Glameow
160,110,50,Diancie,160,110,30,50,45,Gothita,55,65,574,Gothita
80,50,60,Snubbull,40,40,100,135,45,Dusknoir,65,135,477,Dusknoir
103,75,100,Shaymin,120,75,41,40,38,Vulpix,50,65,37,Vulpix
50,34,90,Drifloon,60,44,50,55,45,Oddish,75,65,425,Drifloon
75,105,65,Gligar,35,65,60,62,70,Masquerain,100,82,284,Masquerain
100,70,70,Mudbray,45,55,98,63,75,Simisage,98,63,512,Simisage
125,75,75,Sawk,30,75,62,80,60,Bayleef,63,80,153,Bayleef
49,65,45,Chikorita,49,65,80,80,65,Croconaw,59,63,159,Croconaw
70,90,77,Vikavolt,145,75,80,80,83,Pidgeot,135,80,738,Vikavolt
80,95,75,Bellossom,90,100,65,75,110,Reuniclus,125,85,579,Reuniclus
75,35,50,Bellsprout,70,30,85,125,50,Sableye,85,115,69,Bellsprout
25,28,50,Cleffa,45,55,117,184,95,Avalugg,44,46,713,Avalugg
70,120,120,Cresselia,75,130,75,80,95,Slowking,100,110,488,Cresselia
72,72,101,Aromatisse,99,89,60,45,45,Lillipup,25,45,683,Aromatisse
62,63,60,Ivysaur,80,80,85,50,45,Mienfoo,55,50,2,Ivysaur
110,60,88,Gumshoos,55,60,60,40,45,Torchic,70,50,735,Gumshoos
90,50,65,Weepinbell,85,45,107,101,97,Necrozma,127,89,70,Weepinbell
45,55,30,Staryu,70,55,100,70,80,Machoke,50,60,67,Machoke
70,90,77,Vikavolt,145,75,87,60,46,Axew,30,40,610,Axew
130,80,90,Machamp,65,85,75,50,55,Staravia,40,40,397,Staravia
53,70,45,Sewaddle,40,60,30,35,40,Noibat,45,40,540,Sewaddle
50,80,100,Azumarill,60,80,65,110,95,Umbreon,60,130,184,Azumarill
30,40,45,Solosis,105,50,70,45,55,Growlithe,70,50,58,Growlithe
125,100,100,Mudsdale,55,85,47,52,55,Nidoran♀,40,40,29,Nidoran♀
78,52,64,Monferno,78,52,90,72,91,Virizion,90,129,391,Monferno
95,85,65,Qwilfish,55,55,82,95,57,Charjabug,55,75,211,Qwilfish
70,115,70,Magnezone,130,90,38,33,44,Helioptile,61,43,694,Helioptile
55,65,90,Lunatone,95,85,64,45,41,Dratini,50,50,147,Dratini
62,50,60,Snover,62,60,150,120,100,Zekrom,120,100,644,Zekrom
50,50,80,Cryogonal,95,135,107,122,88,Chesnaught,74,75,615,Cryogonal
85,75,70,Tapu Lele,130,115,55,55,70,Flaaffy,80,60,786,Tapu Lele
84,70,70,Pupitar,65,70,75,80,165,Alomomola,40,45,594,Alomomola
65,55,75,Palpitoad,65,55,160,60,80,Hoopa,170,130,536,Palpitoad
69,69,60,Brionne,91,81,100,70,80,Sawsbuck,60,70,586,Sawsbuck
70,80,85,Noivern,97,80,75,180,95,Slowbro,130,80,715,Noivern
98,63,75,Simipour,98,63,132,77,97,Crabominable,62,67,516,Simipour
5,5,100,Happiny,15,65,105,105,70,Boldore,50,40,525,Boldore
30,15,90,Igglybuff,40,20,42,118,30,Shieldon,42,88,410,Shieldon
85,70,72,Zweilous,65,70,100,66,75,Ambipom,60,66,424,Ambipom
45,35,40,Treecko,65,55,101,103,97,Celesteela,107,101,797,Celesteela
73,83,100,Swalot,73,83,71,43,84,Loudred,71,43,317,Swalot
85,95,110,Lickilicky,80,95,29,131,43,Cosmoem,29,131,790,Cosmoem
75,110,85,Palossand,100,75,48,65,44,Squirtle,50,64,7,Squirtle
90,120,65,Weezing,85,70,75,90,55,Hakamo-o,65,70,110,Weezing
106,65,83,Toxicroak,86,65,76,86,86,Yanmega,116,56,469,Yanmega
80,105,95,Miltank,40,70,75,30,35,Pikipek,30,30,241,Miltank
52,67,42,Binacle,39,56,70,55,55,Aipom,40,55,688,Binacle
50,50,60,Lombre,60,70,60,30,40,Spearow,31,31,271,Lombre
70,90,77,Vikavolt,145,75,29,31,43,Cosmog,29,31,738,Vikavolt
55,145,60,Probopass,75,150,65,35,35,Remoraid,65,35,476,Probopass
30,50,45,Gothita,55,65,30,32,40,Surskit,50,52,574,Gothita
120,90,77,Druddigon,60,90,72,35,50,Sandile,35,35,551,Sandile
75,75,78,Dartrix,70,70,70,40,80,Accelgor,100,60,723,Dartrix
49,49,45,Bulbasaur,65,65,80,100,45,Honedge,35,37,679,Honedge
47,50,50,Joltik,57,50,85,80,130,Lapras,85,95,595,Joltik
30,50,45,Chingling,65,50,48,43,50,Barboach,46,41,339,Barboach
84,70,70,Pupitar,65,70,90,110,70,Drapion,60,75,247,Pupitar
56,35,30,Rattata,25,35,110,76,85,Trevenant,65,82,709,Trevenant
42,118,30,Shieldon,42,88,30,30,40,Wingull,55,30,410,Shieldon
105,85,95,Exeggutor,125,75,135,85,80,Aerodactyl,70,95,103,Exeggutor
41,40,38,Vulpix,50,65,55,65,90,Lunatone,95,85,337,Lunatone
61,40,48,Croagunk,61,40,47,52,55,Nidoran♀,40,40,453,Croagunk
70,65,80,Tentacruel,80,120,5,5,250,Chansey,35,105,113,Chansey
55,80,40,Beldum,35,60,70,80,90,Dewgong,70,95,374,Beldum
85,70,72,Zweilous,65,70,110,125,75,Kommo-o,100,105,784,Kommo-o
150,50,60,Aegislash,150,50,29,131,43,Cosmoem,29,131,681,Aegislash
95,105,90,Ampharos,165,110,60,80,90,Oranguru,90,110,181,Ampharos
95,85,71,Vanilluxe,110,95,63,45,65,Tepig,45,45,498,Tepig
100,70,80,Sawsbuck,60,70,55,45,69,Foongus,55,55,590,Foongus
85,50,55,Trumbeak,40,50,49,49,45,Bulbasaur,65,65,732,Trumbeak
80,70,70,Froslass,80,70,75,85,55,Roggenrola,25,25,478,Froslass
70,30,48,Yungoos,30,30,56,35,30,Rattata,25,35,19,Rattata
85,70,72,Zweilous,65,70,125,100,75,Armaldo,70,80,634,Zweilous
140,65,75,Archeops,112,65,35,55,40,Morelull,65,75,567,Archeops
165,75,64,Banette,93,83,60,95,50,Magneton,120,70,354,Banette
45,70,60,Pachirisu,45,90,75,90,55,Hakamo-o,65,70,417,Pachirisu
35,45,45,Cherubi,62,53,110,70,60,Dodrio,60,60,420,Cherubi
87,60,46,Axew,30,40,95,55,55,Sneasel,35,75,610,Axew
60,79,95,Milotic,100,125,105,100,85,Feraligatr,79,83,350,Milotic
45,65,40,Mr. Mime,100,120,75,45,50,Karrablast,40,45,588,Karrablast
80,80,65,Croconaw,59,63,85,55,50,Ponyta,65,65,159,Croconaw
120,70,85,Staraptor,50,60,94,131,74,Ferrothorn,54,116,398,Staraptor
45,45,50,Skitty,35,35,50,35,45,Goomy,55,75,704,Goomy
110,90,85,Stoutland,45,90,51,23,64,Whismur,51,23,508,Stoutland
120,98,72,Tsareena,50,98,80,86,82,Slurpuff,85,75,685,Slurpuff
136,94,65,Lopunny,54,96,80,65,70,Girafarig,90,65,428,Lopunny
50,37,41,Purrloin,50,37,75,80,95,Slowking,100,110,509,Purrloin
120,53,50,Hitmonlee,35,110,40,50,55,Frillish,65,85,106,Hitmonlee
92,65,70,Basculin,80,55,66,68,64,Prinplup,81,76,550,Basculin
75,80,70,Manectric,135,80,55,50,60,Venonat,40,55,48,Venonat
75,180,95,Slowbro,130,80,47,75,65,Illumise,73,85,314,Illumise
85,95,110,Lickilicky,80,95,80,65,70,Girafarig,90,65,463,Lickilicky
120,100,90,Palkia,150,120,103,120,79,Blastoise,135,115,9,Blastoise
65,65,95,Sylveon,110,130,65,60,70,Venomoth,90,75,700,Sylveon
89,116,67,Bronzong,79,116,105,85,85,Gurdurr,40,50,533,Gurdurr
70,65,80,Tentacruel,80,120,90,106,91,Heatran,130,106,73,Tentacruel
83,50,70,Rufflet,37,50,47,75,65,Illumise,73,85,314,Illumise
80,50,60,Teddiursa,50,50,63,52,54,Frogadier,83,56,216,Teddiursa
95,57,65,Magmar,100,85,70,40,80,Accelgor,100,60,126,Magmar
109,112,58,Durant,48,48,80,91,57,Klefki,80,87,707,Klefki
53,62,50,Clauncher,58,63,85,40,50,Cacnea,85,40,692,Clauncher
20,55,50,Metapod,25,25,45,40,40,Electrike,65,40,309,Electrike
120,120,100,Dialga,150,100,90,65,65,Fearow,61,61,483,Dialga
22,60,45,Spewpa,27,30,38,38,75,Chinchou,56,56,170,Chinchou
53,70,45,Sewaddle,40,60,55,65,90,Lunatone,95,85,540,Sewaddle
45,20,115,Jigglypuff,45,25,45,135,30,Nosepass,45,90,299,Nosepass
30,38,42,Bounsweet,30,38,40,48,52,Steenee,40,48,762,Steenee
65,45,76,Chatot,92,42,49,49,45,Bulbasaur,65,65,441,Chatot
63,47,63,Stunky,41,41,60,70,65,Porygon,85,75,137,Porygon
65,65,95,Sylveon,110,130,30,50,45,Chingling,65,50,700,Sylveon
35,35,40,Meowth,50,40,75,150,80,Registeel,75,150,379,Registeel
65,64,50,Totodile,44,48,58,58,125,Lanturn,76,76,158,Totodile
55,80,55,Sandygast,70,45,55,80,40,Beldum,35,60,769,Sandygast
29,31,43,Cosmog,29,31,60,60,50,Skrelp,60,60,690,Skrelp
51,53,53,Piplup,61,56,60,40,45,Torchic,70,50,255,Torchic
40,55,30,Meditite,40,55,70,70,75,Oricorio,98,70,307,Meditite
57,55,67,Swoobat,77,55,103,75,100,Shaymin,120,75,528,Swoobat
150,140,70,Scizor,65,100,95,69,60,Arbok,65,79,24,Arbok
130,115,55,Kingler,50,50,25,28,50,Cleffa,45,55,99,Kingler
70,45,55,Growlithe,70,50,65,45,50,Grovyle,85,65,58,Growlithe
40,70,85,Mantine,80,140,160,100,150,Slaking,95,65,226,Mantine
80,90,110,Walrein,95,90,55,90,60,Chandelure,145,90,365,Walrein
165,60,97,Rampardos,65,50,80,55,75,Timburr,25,35,409,Rampardos
72,90,91,Keldeo,129,90,71,43,84,Loudred,71,43,647,Keldeo
150,40,65,Beedrill,15,80,45,80,60,Shiinotic,90,100,756,Shiinotic
65,60,65,Espeon,130,95,100,60,60,Minior,100,60,196,Espeon
45,35,45,Wurmple,20,30,130,80,90,Machamp,65,85,265,Wurmple
78,103,54,Tirtouga,53,45,100,70,70,Mudbray,45,55,749,Mudbray
125,100,100,Mudsdale,55,85,164,150,100,Tyranitar,95,120,248,Tyranitar
135,85,80,Aerodactyl,70,95,105,79,50,Hitmonchan,35,110,142,Aerodactyl
66,44,55,Buneary,44,56,85,49,60,Luxio,60,49,427,Buneary
106,65,83,Toxicroak,86,65,85,125,50,Sableye,85,115,302,Sableye
120,100,70,Camerupt,145,105,30,50,45,Gothita,55,65,574,Gothita
90,70,70,Mightyena,60,60,100,70,80,Machoke,50,60,67,Machoke
66,70,59,Pumpkaboo,44,55,63,47,63,Stunky,41,41,710,Pumpkaboo
90,45,61,Ninjask,50,50,52,50,80,Vivillon,90,50,291,Ninjask
80,90,85,Porygon2,105,95,170,115,108,Garchomp,120,95,233,Porygon2
95,57,65,Magmar,100,85,100,100,100,Victini,100,100,494,Victini
45,35,40,Treecko,65,55,55,75,90,Lickitung,60,75,108,Lickitung
75,35,50,Bellsprout,70,30,150,140,70,Scizor,65,100,212,Scizor
45,55,30,Staryu,70,55,120,85,63,Crawdaunt,90,55,120,Staryu
105,75,75,Octillery,105,75,25,28,50,Cleffa,45,55,173,Cleffa
55,52,62,Heliolisk,109,94,65,80,60,Gengar,170,95,94,Gengar
65,48,66,Skiddo,62,57,40,90,20,Duskull,30,90,672,Skiddo
165,60,97,Rampardos,65,50,110,75,70,Sceptile,145,85,409,Rampardos
85,85,95,Quagsire,65,65,30,55,50,Litwick,65,55,607,Litwick
57,55,67,Swoobat,77,55,60,60,60,Spinda,60,60,327,Spinda
155,120,65,Pinsir,65,90,35,70,25,Magnemite,95,55,127,Pinsir
59,50,77,Amaura,67,63,100,60,73,Seviper,100,60,336,Seviper
48,48,76,Shellos,57,62,75,53,68,Sliggoo,83,113,705,Sliggoo
82,64,71,Purugly,64,59,75,50,55,Staravia,40,40,432,Purugly
165,60,97,Rampardos,65,50,145,150,80,Metagross,105,110,409,Rampardos
50,50,36,Vanillite,65,60,100,66,75,Ambipom,60,66,424,Ambipom
115,80,80,Unfezant,65,55,35,55,50,Cascoon,25,25,521,Unfezant
70,100,50,Aron,40,40,70,48,43,Phantump,50,60,708,Phantump
100,100,100,Jirachi,100,100,103,75,100,Shaymin,120,75,492,Shaymin
90,115,65,Scrafty,45,115,90,50,65,Weepinbell,85,45,560,Scrafty
100,89,60,Scolipede,55,69,134,95,91,Dragonite,100,100,149,Dragonite
130,80,90,Machamp,65,85,120,80,80,Glalie,120,80,362,Glalie
65,48,66,Skiddo,62,57,85,50,55,Trumbeak,40,50,732,Trumbeak
109,112,58,Durant,48,48,25,50,45,Kakuna,25,25,632,Durant
100,80,79,Tornadus,110,90,80,65,43,Corphish,50,35,341,Corphish
80,90,110,Walrein,95,90,136,94,65,Lopunny,54,96,428,Lopunny
75,80,165,Alomomola,40,45,50,34,90,Drifloon,60,44,425,Drifloon
52,90,51,Comfey,82,110,85,40,60,Drilbur,30,45,764,Comfey
75,50,55,Staravia,40,40,46,34,35,Sentret,35,45,397,Staravia
85,95,80,Rhyhorn,30,30,65,67,74,Floette,125,128,670,Floette
50,120,60,Magcargo,90,80,70,90,77,Vikavolt,145,75,219,Magcargo
125,40,67,Cranidos,30,30,72,90,91,Keldeo,129,90,647,Keldeo
98,63,75,Simipour,98,63,105,79,50,Hitmonchan,35,110,107,Hitmonchan
74,50,59,Golett,35,50,62,45,47,Grubbin,55,45,736,Grubbin
150,140,70,Scizor,65,100,100,95,75,Tauros,40,70,212,Scizor
80,86,82,Slurpuff,85,75,128,90,100,Meloetta,77,77,648,Meloetta
30,35,40,Budew,50,70,35,45,45,Cherubi,62,53,420,Cherubi
55,45,55,Oshawott,63,45,105,115,72,Barbaracle,54,86,689,Barbaracle
105,85,85,Gurdurr,40,50,95,85,65,Qwilfish,55,55,533,Gurdurr
69,95,60,Wormadam,69,95,44,50,62,Ducklett,44,50,413,Wormadam
80,100,40,Geodude,30,30,85,60,60,Swellow,75,50,277,Swellow
132,105,90,Abomasnow,132,105,117,184,95,Avalugg,44,46,713,Avalugg
112,118,108,Hippowdon,68,72,63,80,59,Wartortle,65,80,8,Wartortle
145,150,80,Metagross,105,110,65,60,65,Espeon,130,95,196,Espeon
90,45,1,Shedinja,30,30,88,50,64,Liepard,88,50,510,Liepard
85,65,68,Gardevoir,165,135,75,75,90,Politoed,90,100,282,Gardevoir
180,100,105,Rayquaza,180,100,77,72,123,Aurorus,99,92,699,Aurorus
91,63,104,Exploud,91,73,70,70,75,Oricorio,98,70,741,Oricorio
81,97,86,Cradily,81,107,29,131,43,Cosmoem,29,131,346,Cradily
50,70,60,Dustox,50,90,35,40,35,Hoppip,35,55,269,Dustox
80,85,75,Vileplume,110,90,120,100,70,Camerupt,145,105,323,Camerupt
105,75,105,Muk,65,100,90,80,55,Mimikyu,50,105,778,Mimikyu
100,100,100,Mew,100,100,30,15,45,Smoochum,85,65,151,Mew
100,60,60,Minior,100,60,50,58,62,Litleo,73,54,774,Minior
35,55,50,Silcoon,25,25,65,65,70,Delcatty,55,55,301,Delcatty
55,40,35,Tynamo,45,40,75,100,60,Metang,55,80,375,Metang
92,87,90,Nidoqueen,75,85,100,100,100,Manaphy,100,100,490,Manaphy
35,30,30,Gastly,100,35,80,95,75,Bellossom,90,100,92,Gastly
75,45,50,Karrablast,40,45,58,44,44,Chimchar,58,44,588,Karrablast
55,145,60,Probopass,75,150,63,47,63,Stunky,41,41,476,Probopass
23,48,95,Wynaut,23,48,80,44,150,Drifblim,90,54,426,Drifblim
50,70,60,Electrode,80,80,60,30,40,Spearow,31,31,21,Spearow
70,50,60,Beautifly,100,50,80,95,75,Bellossom,90,100,267,Beautifly
75,115,100,Suicune,90,115,40,35,40,Tentacool,50,100,72,Tentacool
30,35,45,Caterpie,20,20,60,55,63,Pidgeotto,50,50,17,Pidgeotto
90,120,65,Weezing,85,70,50,34,90,Drifloon,60,44,425,Drifloon
115,85,115,Entei,90,75,50,45,40,Natu,70,45,177,Natu
80,50,60,Snubbull,40,40,100,125,100,Tangrowth,110,50,465,Tangrowth
90,80,55,Mimikyu,50,105,125,80,120,Bewear,55,60,778,Mimikyu
75,55,75,Sunflora,105,85,110,120,80,Volcanion,130,90,192,Sunflora
78,73,110,Whiscash,76,71,90,120,65,Weezing,85,70,110,Weezing
30,105,105,Darmanitan,140,105,70,45,58,Gible,40,45,443,Gible
100,85,120,Throh,30,85,60,95,50,Magneton,120,70,538,Throh
110,80,70,Scyther,55,80,63,47,63,Stunky,41,41,123,Scyther
50,91,44,Ferroseed,24,86,83,50,70,Rufflet,37,50,597,Ferroseed
165,60,97,Rampardos,65,50,80,35,40,Mankey,35,45,409,Rampardos
20,50,45,Mantyke,60,120,65,65,70,Delcatty,55,55,301,Delcatty
50,65,55,Alakazam,175,105,150,120,100,Zekrom,120,100,65,Alakazam
95,85,71,Vanilluxe,110,95,140,70,70,Sharpedo,110,65,319,Sharpedo
90,70,70,Mightyena,60,60,120,75,90,Granbull,60,60,210,Granbull
40,70,30,Horsea,70,25,103,75,100,Shaymin,120,75,116,Horsea
95,115,55,Graveler,45,45,75,130,75,Uxie,75,130,480,Uxie
67,75,73,Ninetales,81,100,85,125,50,Sableye,85,115,302,Sableye
125,100,100,Mudsdale,55,85,56,40,41,Froakie,62,44,656,Froakie
61,40,48,Croagunk,61,40,30,15,90,Igglybuff,40,20,453,Croagunk
75,100,60,Metang,55,80,50,37,41,Purrloin,50,37,375,Metang
137,107,137,Solgaleo,113,89,80,65,70,Girafarig,90,65,791,Solgaleo
70,40,80,Accelgor,100,60,35,55,50,Silcoon,25,25,617,Accelgor
75,130,75,Uxie,75,130,63,90,55,Swadloon,50,80,541,Swadloon
50,34,90,Drifloon,60,44,125,100,100,Mudsdale,55,85,425,Drifloon
25,35,60,Spoink,70,80,55,30,40,Taillow,30,30,276,Taillow
100,100,100,Jirachi,100,100,84,78,78,Typhlosion,109,85,157,Typhlosion
85,40,50,Cacnea,85,40,128,90,100,Meloetta,77,77,648,Meloetta
112,45,55,Archen,74,45,102,77,81,Nidoking,85,75,34,Nidoking
45,55,65,Seel,45,70,75,60,75,Dewott,83,60,502,Dewott
185,115,80,Heracross,40,105,93,67,103,Skuntank,71,61,214,Heracross
72,35,50,Sandile,35,35,90,80,55,Mimikyu,50,105,551,Sandile
45,45,50,Skitty,35,35,165,75,64,Banette,93,83,300,Skitty
80,95,50,Bonsly,10,45,65,105,110,Mandibuzz,55,95,438,Bonsly
80,50,60,Snubbull,40,40,75,50,55,Staravia,40,40,209,Snubbull
50,50,36,Vanillite,65,60,52,50,80,Vivillon,90,50,582,Vanillite
35,35,40,Meowth,50,40,60,85,78,Drampa,135,91,780,Drampa
103,75,100,Shaymin,120,75,45,70,60,Pachirisu,45,90,417,Pachirisu
55,50,50,Pidove,36,30,87,63,75,Swanna,87,63,581,Swanna
20,55,50,Metapod,25,25,60,130,55,Pyukumuku,30,130,771,Pyukumuku
65,40,45,Litten,60,40,78,73,110,Whiscash,76,71,340,Whiscash
130,80,60,Breloom,60,60,73,75,65,Volbeat,47,85,313,Volbeat
65,65,90,Slowpoke,40,40,65,50,52,Deino,45,50,633,Deino
93,67,103,Skuntank,71,61,90,55,52,Farfetch'd,58,62,435,Skuntank
108,133,74,Carracosta,83,65,82,78,80,Golduck,95,80,55,Golduck
73,75,65,Volbeat,47,85,105,90,70,Lurantis,80,90,313,Volbeat
84,70,70,Pupitar,65,70,80,86,82,Slurpuff,85,75,247,Pupitar
59,50,77,Amaura,67,63,95,55,55,Sneasel,35,75,698,Amaura
120,130,80,Golem,55,65,140,65,75,Archeops,112,65,567,Archeops
50,90,40,Skorupi,30,55,60,30,40,Spearow,31,31,451,Skorupi
48,48,48,Ditto,48,48,130,80,110,Mamoswine,70,60,132,Ditto
123,65,110,Emboar,100,65,95,55,55,Sneasel,35,75,500,Emboar
52,43,39,Charmander,60,50,35,30,40,Weedle,20,20,4,Charmander
85,95,80,Rhyhorn,30,30,45,50,55,Skiploom,45,65,111,Rhyhorn
45,20,115,Jigglypuff,45,25,55,50,50,Pidove,36,30,519,Pidove
10,55,20,Magikarp,15,20,105,125,50,Mawile,55,95,129,Magikarp
140,230,70,Aggron,60,80,45,20,115,Jigglypuff,45,25,306,Aggron
70,92,68,Araquanid,50,132,47,50,50,Joltik,57,50,595,Joltik
77,72,123,Aurorus,99,92,20,50,45,Mantyke,60,120,699,Aurorus
70,48,43,Phantump,50,60,49,56,49,Finneon,49,61,708,Phantump
40,80,60,Exeggcute,60,45,70,100,50,Aron,40,40,102,Exeggcute
45,40,59,Bidoof,35,40,63,37,45,Elekid,65,55,239,Elekid
41,40,38,Vulpix,50,65,35,30,40,Weedle,20,20,13,Weedle
63,45,65,Tepig,45,45,85,65,68,Gardevoir,165,135,498,Tepig
120,95,71,Genesect,120,95,80,80,80,Phione,80,80,649,Genesect
50,40,50,Tympole,50,40,55,70,75,Jumpluff,55,95,535,Tympole
64,45,41,Dratini,50,50,55,70,75,Jumpluff,55,95,147,Dratini
105,79,50,Hitmonchan,35,110,57,40,46,Nidoran♂,40,40,32,Nidoran♂
52,67,42,Binacle,39,56,60,79,95,Milotic,100,125,350,Milotic
75,70,50,Scraggy,35,70,53,70,45,Sewaddle,40,60,540,Sewaddle
100,120,75,Sandslash,25,65,65,70,60,Gloom,85,75,44,Gloom
85,60,60,Swellow,75,50,90,70,70,Ariados,60,70,168,Ariados
40,60,60,Shroomish,40,60,100,45,45,Trapinch,45,45,328,Trapinch
61,65,56,Chespin,48,45,107,122,88,Chesnaught,74,75,650,Chespin
90,129,91,Cobalion,90,72,51,53,53,Piplup,61,56,393,Piplup
80,90,110,Walrein,95,90,80,90,85,Porygon2,105,95,233,Porygon2
95,55,55,Sneasel,35,75,45,90,31,Nincada,30,30,215,Sneasel
55,95,70,Gothitelle,95,110,60,60,90,Phanpy,40,40,576,Gothitelle
115,60,73,Zangoose,60,60,40,60,45,Swablu,40,75,335,Zangoose
65,65,90,Slowpoke,40,40,104,71,76,Infernape,104,71,79,Slowpoke
95,105,90,Ampharos,165,110,45,35,40,Zubat,30,40,181,Ampharos
130,60,65,Flareon,95,110,27,60,40,Cottonee,37,50,136,Flareon
125,230,75,Steelix,55,95,80,86,82,Slurpuff,85,75,685,Slurpuff
85,70,72,Zweilous,65,70,75,130,75,Uxie,75,130,480,Uxie
105,105,80,Mesprit,105,105,60,60,50,Skrelp,60,60,481,Mesprit
90,70,70,Mightyena,60,60,95,80,60,Parasect,60,80,47,Parasect
70,80,90,Dewgong,70,95,110,80,90,Arcanine,100,80,59,Arcanine
60,65,85,Volcarona,135,105,55,52,62,Heliolisk,109,94,695,Heliolisk
69,85,55,Bergmite,32,35,80,100,40,Geodude,30,30,712,Bergmite
89,77,58,Tyrunt,45,45,70,40,70,Nuzleaf,60,40,274,Nuzleaf
90,106,91,Heatran,130,106,50,70,60,Electrode,80,80,101,Electrode
120,100,90,Palkia,150,120,50,43,45,Fletchling,40,38,661,Fletchling
110,120,80,Volcanion,130,90,97,66,85,Heatmor,105,66,631,Heatmor
165,75,64,Banette,93,83,160,80,80,Blaziken,130,80,257,Blaziken
90,106,91,Heatran,130,106,55,55,55,Elgyem,85,55,605,Elgyem
75,90,50,Sandshrew,10,35,181,131,59,Kartana,59,31,798,Kartana
115,80,85,Eelektross,105,80,85,80,130,Lapras,85,95,131,Lapras
100,60,73,Seviper,100,60,80,55,75,Timburr,25,35,532,Timburr
20,40,50,Azurill,20,40,40,40,55,Mareep,65,45,179,Mareep
120,60,144,Hariyama,40,60,66,68,64,Prinplup,81,76,394,Prinplup
150,110,100,Swampert,95,110,50,80,75,Chimecho,95,90,260,Swampert
60,60,60,Mismagius,105,105,165,95,68,Gallade,65,115,429,Mismagius
27,60,40,Cottonee,37,50,80,102,70,Vespiquen,80,102,546,Cottonee
30,15,90,Igglybuff,40,20,105,75,75,Octillery,105,75,174,Igglybuff
50,65,55,Alakazam,175,105,25,28,50,Cleffa,45,55,65,Alakazam
53,47,109,Nihilego,127,131,84,70,70,Pupitar,65,70,793,Nihilego
135,60,110,Excadrill,50,65,89,116,67,Bronzong,79,116,437,Bronzong
82,100,80,Meganium,83,100,61,65,56,Chespin,48,45,154,Meganium
83,50,70,Rufflet,37,50,150,70,106,Mewtwo,194,120,150,Mewtwo
95,80,60,Parasect,60,80,110,110,75,Altaria,110,105,334,Altaria
100,90,90,Moltres,125,85,56,77,85,Diggersby,50,77,660,Diggersby
125,100,75,Armaldo,70,80,80,110,60,Marowak,50,80,348,Armaldo
69,85,55,Bergmite,32,35,45,70,60,Gothorita,75,85,712,Bergmite
55,40,35,Tynamo,45,40,54,54,50,Popplio,66,56,728,Popplio
100,63,75,Zebstrika,80,63,120,65,70,Weavile,45,85,523,Zebstrika
95,50,45,Anorith,40,50,135,130,85,Gigalith,60,80,526,Gigalith
65,75,110,Reuniclus,125,85,145,130,95,Salamence,120,90,579,Reuniclus
62,63,60,Ivysaur,80,80,185,115,80,Heracross,40,105,214,Heracross
30,35,45,Caterpie,20,20,77,60,70,Galvantula,97,60,596,Galvantula
60,126,103,Audino,80,126,40,48,52,Steenee,40,48,531,Audino
125,52,100,Honchkrow,105,52,98,63,75,Simipour,98,63,430,Honchkrow
90,140,60,Lairon,50,50,85,60,79,Bibarel,55,60,305,Lairon
65,64,50,Totodile,44,48,70,50,50,Mudkip,50,50,158,Totodile
57,55,67,Swoobat,77,55,67,75,73,Ninetales,81,100,528,Swoobat
52,48,50,Psyduck,65,50,80,95,60,Klang,70,85,600,Klang
100,66,75,Ambipom,60,66,54,54,50,Popplio,66,56,424,Ambipom
120,120,90,Donphan,60,60,40,60,45,Swablu,40,75,232,Donphan
76,64,85,Furret,45,55,55,115,65,Tangela,100,40,162,Furret
110,80,90,Arcanine,100,80,67,60,45,Goldeen,35,50,59,Arcanine
109,112,58,Durant,48,48,45,40,40,Cutiefly,55,40,742,Cutiefly
70,120,120,Cresselia,75,130,70,48,43,Phantump,50,60,708,Phantump
